0.81472,0.63119,2.2217
0.90579,0.35507,1.9268
0.12699,0.997,2.4078
0.91338,0.22417,1.8334
0.63236,0.65245,2.1611
0.09754,0.60499,1.7896
0.2785,0.38725,1.7141
0.54688,0.14219,1.5397
0.95751,0.025135,1.52
0.96489,0.42111,2.0059
0.15761,0.1841,1.447
0.97059,0.72578,2.4307
0.95717,0.37036,1.9264
0.48538,0.84156,2.2606
0.80028,0.73423,2.3023
0.14189,0.57103,1.8902
0.42176,0.17686,1.493
0.91574,0.95738,2.6909
0.79221,0.26532,1.7887
0.95949,0.92458,2.5994
0.65574,0.22377,1.731
0.035712,0.37356,1.5094
0.84913,0.0875,1.5699
0.93399,0.64012,2.3243
0.67874,0.18062,1.6275
0.75774,0.045051,1.4882
0.74313,0.72317,2.3377
0.39223,0.34744,1.7538
0.65548,0.66062,2.2135
0.17119,0.38387,1.5887
0.70605,0.62735,2.1366
0.031833,0.02165,1.1078
0.27692,0.91057,2.2352
0.046171,0.80056,2.1152
0.097132,0.74585,2.0351
0.82346,0.81311,2.418
0.69483,0.38331,1.8854
0.3171,0.61728,1.9074
0.95022,0.57549,2.295
0.034446,0.53005,1.7197
0.43874,0.27507,1.6317
0.38156,0.24863,1.5742
0.76552,0.45164,2.0268
0.7952,0.22771,1.7266
0.18687,0.80445,2.0705
0.48976,0.9861,2.4967
0.44559,0.029992,1.266
0.64631,0.53566,2.0767
0.70936,0.087077,1.4649
0.75469,0.80209,2.483
0.27603,0.98914,2.4363
0.6797,0.066946,1.5608
0.6551,0.9394,2.5318
0.16261,0.018178,1.1393
0.119,0.68384,1.9191
0.49836,0.78374,2.3035
0.95974,0.53414,2.2698
0.34039,0.88536,2.2861
0.58527,0.899,2.4844
0.22381,0.62594,1.8795
0.75127,0.13787,1.6306
0.2551,0.2178,1.4535
0.50596,0.18214,1.5812
0.69908,0.04182,1.4389
0.8909,0.10694,1.588
0.95929,0.61644,2.287
0.54722,0.93966,2.4972
0.13862,0.35446,1.5145
0.14929,0.41063,1.6353
0.25751,0.98435,2.4078
0.84072,0.94558,2.6791
0.25428,0.67664,1.9853
0.81428,0.9883,2.6535
0.24352,0.76683,2.1746
0.92926,0.3367,1.9738
0.34998,0.66238,2.0061
0.1966,0.24417,1.5053
0.25108,0.29551,1.5238
0.61604,0.68018,2.1659
0.47329,0.52785,1.871
0.35166,0.41159,1.7259
0.83083,0.60264,2.2041
0.58526,0.75052,2.2389
0.54972,0.58353,2.0187
0.91719,0.55179,2.1571
0.28584,0.58357,1.9837
0.7572,0.51182,2.1218
0.75373,0.082593,1.5356
0.38045,0.71957,2.1256
0.56782,0.99616,2.564
0.075854,0.35453,1.5368
0.05395,0.97126,2.233
0.5308,0.34645,1.8296
0.77917,0.88654,2.481
0.93401,0.45469,2.1419
0.12991,0.41343,1.566
0.56882,0.21773,1.5955
0.46939,0.12565,1.4978
0.011902,0.30891,1.4733
0.33712,0.7261,2.0653
0.16218,0.78287,2.1634
0.79428,0.69379,2.3112
0.31122,0.0098023,1.2051
0.52853,0.84321,2.3629
0.16565,0.92233,2.3269
0.60198,0.77095,2.3605
0.26297,0.04266,1.2551
0.65408,0.37819,1.8473
0.68921,0.70434,2.2366
0.74815,0.72951,2.2578
0.45054,0.22428,1.6075
0.083821,0.26905,1.3846
0.22898,0.67303,1.9755
0.91334,0.47749,2.089
0.15238,0.62372,1.9575
0.82582,0.23644,1.6998
0.53834,0.17712,1.6083
0.99613,0.82964,2.5369
0.078176,0.76692,1.9969
0.44268,0.93448,2.416
0.10665,0.10789,1.2921
0.9619,0.18223,1.73
0.0046342,0.099095,1.1537
0.77491,0.48976,2.1216
0.8173,0.19325,1.7295
0.86869,0.89589,2.5551
0.084436,0.09909,1.3063
0.39978,0.044166,1.3873
0.25987,0.5573,1.8272
0.80007,0.7725,2.3273
0.43141,0.31194,1.6968
0.91065,0.17898,1.8003
0.18185,0.33896,1.5154
0.2638,0.21015,1.3899
0.14554,0.51015,1.7747
0.13607,0.90636,2.2463
0.86929,0.62892,2.2668
0.5797,0.10153,1.4128
0.54986,0.39085,1.8473
0.14495,0.054617,1.2799
0.85303,0.50128,2.1591
0.62206,0.43172,1.8461
0.35095,0.99756,2.4257
0.51325,0.8116,2.2668
0.40181,0.48565,1.8677
0.075967,0.89445,2.2032
0.23992,0.13755,1.3301
0.12332,0.39,1.6494
0.18391,0.92736,2.3241
0.23995,0.91749,2.3381
0.41727,0.71357,2.1176
0.049654,0.61834,1.775
0.90272,0.34329,1.9696
0.94479,0.93603,2.7446
0.49086,0.12477,1.4195
0.48925,0.73059,2.1384
0.33772,0.64648,2.0816
0.90005,0.83315,2.5221
0.36925,0.39828,1.7903
0.1112,0.74982,2.0769
0.78025,0.83522,2.4204
0.38974,0.32246,1.6189
0.24169,0.55226,1.7917
0.40391,0.97913,2.4683
0.096455,0.54931,1.824
0.13197,0.33042,1.5392
0.94205,0.61947,2.2186
0.95613,0.36064,2.0594
0.57521,0.75651,2.2706
0.05978,0.4139,1.5764
0.23478,0.49235,1.7343
0.35316,0.69474,2.1041
0.82119,0.97273,2.6641
0.015403,0.32775,1.5137
0.043024,0.8378,2.0499
0.16899,0.73907,2.0249
0.64912,0.95417,2.4912
0.73172,0.031923,1.5318
0.64775,0.35687,1.8028
